buy-in date,sell-by date,shareholding,stock selection results,date of selection,whether stock selection date,position yield,index yield
2019-11-1,2019-11-29,凤竹纺织(sh600493) 天目药业(sh600671) 博闻科技(sh600883) 上海亚虹(sh603159) 上海天洋(sh603330) 天安新材(sh603725) 长城影视(sz002071) 西部牧业(sz300106) 三超新材(sz300554) 美力科技(sz300611) ,凤竹纺织(sh600493) 天目药业(sh600671) 博闻科技(sh600883) 上海亚虹(sh603159) 上海天洋(sh603330) 长城影视(sz002071) 华虹计通(sz300330) 横河模具(sz300539) 三超新材(sz300554) 华瑞股份(sz300626) ,2019-10-31,TRUE,-0.055237543,-0.014943076
2019-12-2,2019-12-31,凤竹纺织(sh600493) 天目药业(sh600671) 博闻科技(sh600883) 上海亚虹(sh603159) 上海天洋(sh603330) 长城影视(sz002071) 华虹计通(sz300330) 横河模具(sz300539) 三超新材(sz300554) 华瑞股份(sz300626) ,凤竹纺织(sh600493) 上海亚虹(sh603159) 上海天洋(sh603330) 通达动力(sz002576) 迪威迅(sz300167) 华虹计通(sz300330) 横河模具(sz300539) 三超新材(sz300554) 华瑞股份(sz300626) 怡达股份(sz300721) ,2019-11-29,TRUE,0.103524822,0.069974691
2020-1-2,2020-1-23,凤竹纺织(sh600493) 上海亚虹(sh603159) 上海天洋(sh603330) 通达动力(sz002576) 迪威迅(sz300167) 华虹计通(sz300330) 横河模具(sz300539) 三超新材(sz300554) 华瑞股份(sz300626) 怡达股份(sz300721) ,凤竹纺织(sh600493) 天目药业(sh600671) 上海亚虹(sh603159) 日盈电子(sh603286) 长城影视(sz002071) 通达动力(sz002576) 文化长城(sz300089) 力星股份(sz300421) 横河模具(sz300539) 华瑞股份(sz300626) ,2019-12-31,TRUE,-0.015854459,-0.02262375
2020-2-3,2020-2-28,凤竹纺织(sh600493) 天目药业(sh600671) 上海亚虹(sh603159) 日盈电子(sh603286) 长城影视(sz002071) 通达动力(sz002576) 文化长城(sz300089) 力星股份(sz300421) 横河模具(sz300539) 华瑞股份(sz300626) ,凤竹纺织(sh600493) 天目药业(sh600671) 日盈电子(sh603286) 晶华新材(sh603683) 长城影视(sz002071) 通达动力(sz002576) 英派斯(sz002899) 文化长城(sz300089) 力星股份(sz300421) 华瑞股份(sz300626) ,2020-1-23,TRUE,0.04036734,-0.015946952
2020-3-2,2020-3-31,凤竹纺织(sh600493) 天目药业(sh600671) 日盈电子(sh603286) 晶华新材(sh603683) 长城影视(sz002071) 通达动力(sz002576) 英派斯(sz002899) 文化长城(sz300089) 力星股份(sz300421) 华瑞股份(sz300626) ,国机通用(sh600444) 凤竹纺织(sh600493) 上海亚虹(sh603159) 晶华新材(sh603683) 联诚精密(sz002921) 文化长城(sz300089) 同大股份(sz300321) 华虹计通(sz300330) 力星股份(sz300421) 美力科技(sz300611) ,2020-2-28,TRUE,-0.013126805,-0.064438269
2020-4-1,2020-4-30,国机通用(sh600444) 凤竹纺织(sh600493) 上海亚虹(sh603159) 晶华新材(sh603683) 联诚精密(sz002921) 文化长城(sz300089) 同大股份(sz300321) 华虹计通(sz300330) 力星股份(sz300421) 美力科技(sz300611) ,通葡股份(sh600365) 凤竹纺织(sh600493) 天目药业(sh600671) 上海亚虹(sh603159) 天安新材(sh603725) 正虹科技(sz000702) 通达动力(sz002576) 天山生物(sz300313) 美力科技(sz300611) 怡达股份(sz300721) ,2020-3-31,TRUE,-0.000305648,0.061424355
2020-5-6,2020-5-29,通葡股份(sh600365) 凤竹纺织(sh600493) 天目药业(sh600671) 上海亚虹(sh603159) 天安新材(sh603725) 正虹科技(sz000702) 通达动力(sz002576) 天山生物(sz300313) 美力科技(sz300611) 怡达股份(sz300721) ,日盈电子(sh603286) 晶华新材(sh603683) 天安新材(sh603725) 通达动力(sz002576) 安利股份(sz300218) 优德精密(sz300549) 三超新材(sz300554) 美力科技(sz300611) 怡达股份(sz300721) 天地数码(sz300743) ,2020-4-30,TRUE,0.039832993,-0.01164449
2020-6-1,2020-6-30,日盈电子(sh603286) 晶华新材(sh603683) 天安新材(sh603725) 通达动力(sz002576) 安利股份(sz300218) 优德精密(sz300549) 三超新材(sz300554) 美力科技(sz300611) 怡达股份(sz300721) 天地数码(sz300743) ,贵绳股份(sh600992) 宏盛股份(sh603090) 日盈电子(sh603286) 晶华新材(sh603683) 天安新材(sh603725) 正虹科技(sz000702) 英派斯(sz002899) 科融环境(sz300152) 天山生物(sz300313) 优德精密(sz300549) ,2020-5-29,TRUE,0.075697065,0.076787811
2020-7-1,2020-7-31,贵绳股份(sh600992) 宏盛股份(sh603090) 日盈电子(sh603286) 晶华新材(sh603683) 天安新材(sh603725) 正虹科技(sz000702) 英派斯(sz002899) 科融环境(sz300152) 天山生物(sz300313) 优德精密(sz300549) ,贵绳股份(sh600992) 上海亚虹(sh603159) 晶华新材(sh603683) 天安新材(sh603725) 中能电气(sz300062) 西部牧业(sz300106) 天山生物(sz300313) 优德精密(sz300549) 华瑞股份(sz300626) 天地数码(sz300743) ,2020-6-30,TRUE,0.120856438,0.127544453
2020-8-3,2020-8-31,贵绳股份(sh600992) 上海亚虹(sh603159) 晶华新材(sh603683) 天安新材(sh603725) 中能电气(sz300062) 西部牧业(sz300106) 天山生物(sz300313) 优德精密(sz300549) 华瑞股份(sz300626) 天地数码(sz300743) ,钱江生化(sh600796) 宏盛股份(sh603090) 牧高笛(sh603908) 三变科技(sz002112) 顾地科技(sz002694) 天顺股份(sz002800) 新宏泽(sz002836) 泰嘉股份(sz002843) 横河模具(sz300539) 天地数码(sz300743) ,2020-7-31,TRUE,0.350985945,0.025808032
2020-9-1,2020-9-30,钱江生化(sh600796) 宏盛股份(sh603090) 牧高笛(sh603908) 三变科技(sz002112) 顾地科技(sz002694) 天顺股份(sz002800) 新宏泽(sz002836) 泰嘉股份(sz002843) 横河模具(sz300539) 天地数码(sz300743) ,上海亚虹(sh603159) 日播时尚(sh603196) 迪贝电气(sh603320) 天安新材(sh603725) 牧高笛(sh603908) 泰嘉股份(sz002843) 联诚精密(sz002921) 迪威迅(sz300167) 金银河(sz300619) 华瑞股份(sz300626) ,2020-8-31,TRUE,-0.058060712,-0.047510288
2020-10-9,2020-10-30,上海亚虹(sh603159) 日播时尚(sh603196) 迪贝电气(sh603320) 天安新材(sh603725) 牧高笛(sh603908) 泰嘉股份(sz002843) 联诚精密(sz002921) 迪威迅(sz300167) 金银河(sz300619) 华瑞股份(sz300626) ,上海亚虹(sh603159) 天安新材(sh603725) 大理药业(sh603963) 东晶电子(sz002199) 顾地科技(sz002694) 泰嘉股份(sz002843) 三晖电气(sz002857) 钧达股份(sz002865) 迪威迅(sz300167) 飞鹿股份(sz300665) ,2020-9-30,TRUE,0.057755013,0.023527488
2020-11-2,2020-11-30,上海亚虹(sh603159) 天安新材(sh603725) 大理药业(sh603963) 东晶电子(sz002199) 顾地科技(sz002694) 泰嘉股份(sz002843) 三晖电气(sz002857) 钧达股份(sz002865) 迪威迅(sz300167) 飞鹿股份(sz300665) ,宜宾纸业(sh600793) 宏盛股份(sh603090) 日盈电子(sh603286) 晶华新材(sh603683) 天安新材(sh603725) 东晶电子(sz002199) 顾地科技(sz002694) 泰嘉股份(sz002843) 弘宇股份(sz002890) 英派斯(sz002899) ,2020-10-30,TRUE,0.075234973,0.056422019
2020-12-1,2020-12-31,宜宾纸业(sh600793) 宏盛股份(sh603090) 日盈电子(sh603286) 晶华新材(sh603683) 天安新材(sh603725) 东晶电子(sz002199) 顾地科技(sz002694) 泰嘉股份(sz002843) 弘宇股份(sz002890) 英派斯(sz002899) ,宏盛股份(sh603090) 上海亚虹(sh603159) 晶华新材(sh603683) 天安新材(sh603725) 顾地科技(sz002694) 弘宇股份(sz002890) 英派斯(sz002899) 联诚精密(sz002921) 迪威迅(sz300167) 华瑞股份(sz300626) ,2020-11-30,TRUE,-0.09759245,0.050610352
2021-1-4,2021-1-29,宏盛股份(sh603090) 上海亚虹(sh603159) 晶华新材(sh603683) 天安新材(sh603725) 顾地科技(sz002694) 弘宇股份(sz002890) 英派斯(sz002899) 联诚精密(sz002921) 迪威迅(sz300167) 华瑞股份(sz300626) ,上海亚虹(sh603159) 翔港科技(sh603499) 东晶电子(sz002199) 恒大高新(sz002591) 顾地科技(sz002694) 弘宇股份(sz002890) 英派斯(sz002899) 三盛教育(sz300282) 金银河(sz300619) 华瑞股份(sz300626) ,2020-12-31,TRUE,-0.105535207,0.026993316
2021-2-1,2021-2-26,上海亚虹(sh603159) 翔港科技(sh603499) 东晶电子(sz002199) 恒大高新(sz002591) 顾地科技(sz002694) 弘宇股份(sz002890) 英派斯(sz002899) 三盛教育(sz300282) 金银河(sz300619) 华瑞股份(sz300626) ,华升股份(sh600156) 贵绳股份(sh600992) 东晶电子(sz002199) 顾地科技(sz002694) 伟隆股份(sz002871) 弘宇股份(sz002890) 联诚精密(sz002921) 三盛教育(sz300282) 金银河(sz300619) 华瑞股份(sz300626) ,2021-1-29,TRUE,0.076951249,-0.002840081
2021-3-1,2021-3-31,华升股份(sh600156) 贵绳股份(sh600992) 东晶电子(sz002199) 顾地科技(sz002694) 伟隆股份(sz002871) 弘宇股份(sz002890) 联诚精密(sz002921) 三盛教育(sz300282) 金银河(sz300619) 华瑞股份(sz300626) ,中公高科(sh603860) 顾地科技(sz002694) 华锋股份(sz002806) 英派斯(sz002899) 华星创业(sz300025) 三盛教育(sz300282) 三超新材(sz300554) 金银河(sz300619) 华瑞股份(sz300626) 飞鹿股份(sz300665) ,2021-2-26,TRUE,0.035628633,-0.054040279
2021-4-1,2021-4-30,中公高科(sh603860) 顾地科技(sz002694) 华锋股份(sz002806) 英派斯(sz002899) 华星创业(sz300025) 三盛教育(sz300282) 三超新材(sz300554) 金银河(sz300619) 华瑞股份(sz300626) 飞鹿股份(sz300665) ,钱江生化(sh600796) 日播时尚(sh603196) 汇源通信(sz000586) 大连友谊(sz000679) 泰嘉股份(sz002843) 英派斯(sz002899) 梅安森(sz300275) 光一科技(sz300356) 美力科技(sz300611) 世纪天鸿(sz300654) ,2021-3-31,TRUE,0.009422908,0.014882061
2021-5-6,2021-5-31,钱江生化(sh600796) 日播时尚(sh603196) 汇源通信(sz000586) 大连友谊(sz000679) 泰嘉股份(sz002843) 英派斯(sz002899) 梅安森(sz300275) 光一科技(sz300356) 美力科技(sz300611) 世纪天鸿(sz300654) ,钱江生化(sh600796) 凯众股份(sh603037) 伟隆股份(sz002871) 英派斯(sz002899) 联诚精密(sz002921) 华虹计通(sz300330) 三超新材(sz300554) 金银河(sz300619) 华瑞股份(sz300626) 世纪天鸿(sz300654) ,2021-4-30,TRUE,0.040335967,0.040612942
2021-6-1,2021-6-30,钱江生化(sh600796) 凯众股份(sh603037) 伟隆股份(sz002871) 英派斯(sz002899) 联诚精密(sz002921) 华虹计通(sz300330) 三超新材(sz300554) 金银河(sz300619) 华瑞股份(sz300626) 世纪天鸿(sz300654) ,钱江生化(sh600796) 绿康生化(sz002868) 伟隆股份(sz002871) 弘宇股份(sz002890) 英派斯(sz002899) 联诚精密(sz002921) 迪威迅(sz300167) 横河精密(sz300539) 华瑞股份(sz300626) 世纪天鸿(sz300654) ,2021-5-31,TRUE,0.073733385,-0.020168543
2021-7-1,2021-7-30,钱江生化(sh600796) 绿康生化(sz002868) 伟隆股份(sz002871) 弘宇股份(sz002890) 英派斯(sz002899) 联诚精密(sz002921) 迪威迅(sz300167) 横河精密(sz300539) 华瑞股份(sz300626) 世纪天鸿(sz300654) ,钱江生化(sh600796) 凯众股份(sh603037) 宏盛股份(sh603090) 惠发食品(sh603536) 汇源通信(sz000586) 赛隆药业(sz002898) 英派斯(sz002899) 联诚精密(sz002921) 三超新材(sz300554) 世纪天鸿(sz300654) ,2021-6-30,TRUE,0.005701927,-0.079032703
2021-8-2,2021-8-31,钱江生化(sh600796) 凯众股份(sh603037) 宏盛股份(sh603090) 惠发食品(sh603536) 汇源通信(sz000586) 赛隆药业(sz002898) 英派斯(sz002899) 联诚精密(sz002921) 三超新材(sz300554) 世纪天鸿(sz300654) ,哈空调(sh600202) 狮头股份(sh600539) 宏盛股份(sh603090) 日盈电子(sh603286) 瑞晟智能(sh688215) 汇源通信(sz000586) 绿康生化(sz002868) 安奈儿(sz002875) 赛隆药业(sz002898) 飞鹿股份(sz300665) ,2021-7-30,TRUE,0.083777732,-0.001155644
2021-9-1,2021-10-8,哈空调(sh600202) 狮头股份(sh600539) 宏盛股份(sh603090) 日盈电子(sh603286) 瑞晟智能(sh688215) 汇源通信(sz000586) 绿康生化(sz002868) 安奈儿(sz002875) 赛隆药业(sz002898) 飞鹿股份(sz300665) ,狮头股份(sh600539) 宏盛股份(sh603090) 绿康生化(sz002868) 安奈儿(sz002875) 赛隆药业(sz002898) 华虹计通(sz300330) 横河精密(sz300539) 三超新材(sz300554) 美力科技(sz300611) 飞鹿股份(sz300665) ,2021-8-31,TRUE,-0.005226282,0.025871846
2021-10-11,2021-10-29,狮头股份(sh600539) 宏盛股份(sh603090) 绿康生化(sz002868) 安奈儿(sz002875) 赛隆药业(sz002898) 华虹计通(sz300330) 横河精密(sz300539) 三超新材(sz300554) 美力科技(sz300611) 飞鹿股份(sz300665) ,天安新材(sh603725) 力源科技(sh688565) 绿康生化(sz002868) 安奈儿(sz002875) 弘宇股份(sz002890) 联诚精密(sz002921) 华虹计通(sz300330) 横河精密(sz300539) 飞鹿股份(sz300665) 惠城环保(sz300779) ,2021-10-8,TRUE,-0.069576231,-0.00429417
2021-11-1,2021-11-30,天安新材(sh603725) 力源科技(sh688565) 绿康生化(sz002868) 安奈儿(sz002875) 弘宇股份(sz002890) 联诚精密(sz002921) 华虹计通(sz300330) 横河精密(sz300539) 飞鹿股份(sz300665) 惠城环保(sz300779) ,哈空调(sh600202) 国机通用(sh600444) 空港股份(sh600463) 凤竹纺织(sh600493) 汇源通信(sz000586) 跃岭股份(sz002725) 绿康生化(sz002868) 赛隆药业(sz002898) 华虹计通(sz300330) 飞鹿股份(sz300665) ,2021-10-29,TRUE,0.132620683,-0.015633244
2021-12-1,2021-12-31,哈空调(sh600202) 国机通用(sh600444) 空港股份(sh600463) 凤竹纺织(sh600493) 汇源通信(sz000586) 跃岭股份(sz002725) 绿康生化(sz002868) 赛隆药业(sz002898) 华虹计通(sz300330) 飞鹿股份(sz300665) ,凤竹纺织(sh600493) 日盈电子(sh603286) 汇源通信(sz000586) 实丰文化(sz002862) 绿康生化(sz002868) 弘宇股份(sz002890) 华虹计通(sz300330) 横河精密(sz300539) 飞鹿股份(sz300665) 惠城环保(sz300779) ,2021-11-30,TRUE,0.203048125,0.022421218
2022-1-4,2022-1-28,凤竹纺织(sh600493) 日盈电子(sh603286) 汇源通信(sz000586) 实丰文化(sz002862) 绿康生化(sz002868) 弘宇股份(sz002890) 华虹计通(sz300330) 横河精密(sz300539) 飞鹿股份(sz300665) 惠城环保(sz300779) ,日盈电子(sh603286) 汇源通信(sz000586) 实丰文化(sz002862) 绿康生化(sz002868) 迪威迅(sz300167) 华虹计通(sz300330) 华瑞股份(sz300626) 飞鹿股份(sz300665) 惠城环保(sz300779) 锦盛新材(sz300849) ,2021-12-31,TRUE,-0.074183904,-0.076229108
2022-2-7,2022-2-28,日盈电子(sh603286) 汇源通信(sz000586) 实丰文化(sz002862) 绿康生化(sz002868) 迪威迅(sz300167) 华虹计通(sz300330) 华瑞股份(sz300626) 飞鹿股份(sz300665) 惠城环保(sz300779) 锦盛新材(sz300849) ,凤竹纺织(sh600493) 南卫股份(sh603880) 汇源通信(sz000586) 东晶电子(sz002199) 禾盛新材(sz002290) 绿康生化(sz002868) 华瑞股份(sz300626) 创源股份(sz300703) 顶固集创(sz300749) 锦盛新材(sz300849) ,2022-1-28,TRUE,0.063891201,0.003917814
2022-3-1,2022-3-31,凤竹纺织(sh600493) 南卫股份(sh603880) 汇源通信(sz000586) 东晶电子(sz002199) 禾盛新材(sz002290) 绿康生化(sz002868) 华瑞股份(sz300626) 创源股份(sz300703) 顶固集创(sz300749) 锦盛新材(sz300849) ,凤竹纺织(sh600493) 中公高科(sh603860) 爱威科技(sh688067) 西力科技(sh688616) 元琛科技(sh688659) 科汇股份(sh688681) 禾盛新材(sz002290) 美力科技(sz300611) 华瑞股份(sz300626) 锦盛新材(sz300849) ,2022-2-28,TRUE,0.011201076,-0.078366964
2022-4-1,2022-4-29,凤竹纺织(sh600493) 中公高科(sh603860) 爱威科技(sh688067) 西力科技(sh688616) 元琛科技(sh688659) 科汇股份(sh688681) 禾盛新材(sz002290) 美力科技(sz300611) 华瑞股份(sz300626) 锦盛新材(sz300849) ,山东华鹏(sh603021) 华菱精工(sh603356) 西力科技(sh688616) 汇源通信(sz000586) 兰州黄河(sz000929) 宇顺电子(sz002289) 恒大高新(sz002591) 登云股份(sz002715) 华瑞股份(sz300626) 创源股份(sz300703) ,2022-3-31,TRUE,-0.151811454,-0.048870364
2022-5-5,2022-5-31,山东华鹏(sh603021) 华菱精工(sh603356) 西力科技(sh688616) 汇源通信(sz000586) 兰州黄河(sz000929) 宇顺电子(sz002289) 恒大高新(sz002591) 登云股份(sz002715) 华瑞股份(sz300626) 创源股份(sz300703) ,凤竹纺织(sh600493) 翔港科技(sh603499) 正弦电气(sh688395) 元琛科技(sh688659) 汇源通信(sz000586) 恒大高新(sz002591) 贝肯能源(sz002828) 华瑞股份(sz300626) 天地数码(sz300743) 顶固集创(sz300749) ,2022-4-29,TRUE,0.163233945,0.0187439
2022-6-1,2022-6-30,凤竹纺织(sh600493) 翔港科技(sh603499) 正弦电气(sh688395) 元琛科技(sh688659) 汇源通信(sz000586) 恒大高新(sz002591) 贝肯能源(sz002828) 华瑞股份(sz300626) 天地数码(sz300743) 顶固集创(sz300749) ,凤竹纺织(sh600493) 日播时尚(sh603196) 翔港科技(sh603499) 元琛科技(sh688659) 汇源通信(sz000586) 恒大高新(sz002591) 弘宇股份(sz002890) 三超新材(sz300554) 天地数码(sz300743) 顶固集创(sz300749) ,2022-5-31,TRUE,0.04905769,0.096172083
2022-7-1,2022-7-29,凤竹纺织(sh600493) 日播时尚(sh603196) 翔港科技(sh603499) 元琛科技(sh688659) 汇源通信(sz000586) 恒大高新(sz002591) 弘宇股份(sz002890) 三超新材(sz300554) 天地数码(sz300743) 顶固集创(sz300749) ,日播时尚(sh603196) 翔港科技(sh603499) 华光新材(sh688379) 科汇股份(sh688681) 汇源通信(sz000586) 正虹科技(sz000702) 中晟高科(sz002778) 瀛通通讯(sz002861) 弘宇股份(sz002890) 天地数码(sz300743) ,2022-6-30,TRUE,0.186004227,-0.07021389
2022-8-1,2022-8-31,日播时尚(sh603196) 翔港科技(sh603499) 华光新材(sh688379) 科汇股份(sh688681) 汇源通信(sz000586) 正虹科技(sz000702) 中晟高科(sz002778) 瀛通通讯(sz002861) 弘宇股份(sz002890) 天地数码(sz300743) ,凤竹纺织(sh600493) 日播时尚(sh603196) 翔港科技(sh603499) 华体科技(sh603679) 科汇股份(sh688681) 汇源通信(sz000586) 中晟高科(sz002778) 贝肯能源(sz002828) 华瑞股份(sz300626) 顶固集创(sz300749) ,2022-7-29,TRUE,0.006875717,-0.021884367
2022-9-1,2022-9-30,凤竹纺织(sh600493) 日播时尚(sh603196) 翔港科技(sh603499) 华体科技(sh603679) 科汇股份(sh688681) 汇源通信(sz000586) 中晟高科(sz002778) 贝肯能源(sz002828) 华瑞股份(sz300626) 顶固集创(sz300749) ,日盈电子(sh603286) 华体科技(sh603679) 科汇股份(sh688681) 汇源通信(sz000586) 双枪科技(sz001211) 英派斯(sz002899) 南京聚隆(sz300644) 顶固集创(sz300749) 凯龙高科(sz300912) 开勒股份(sz301070) ,2022-8-31,TRUE,-0.070457978,-0.067163703
2022-10-10,2022-10-31,日盈电子(sh603286) 华体科技(sh603679) 科汇股份(sh688681) 汇源通信(sz000586) 双枪科技(sz001211) 英派斯(sz002899) 南京聚隆(sz300644) 顶固集创(sz300749) 凯龙高科(sz300912) 开勒股份(sz301070) ,狮头股份(sh600539) 金科环境(sh688466) 力源科技(sh688565) 科汇股份(sh688681) 深天地Ａ(sz000023) 实丰文化(sz002862) 英派斯(sz002899) 顶固集创(sz300749) 惠城环保(sz300779) 开勒股份(sz301070) ,2022-9-30,TRUE,0.038885333,-0.077844563
2022-11-1,2022-11-30,狮头股份(sh600539) 金科环境(sh688466) 力源科技(sh688565) 科汇股份(sh688681) 深天地Ａ(sz000023) 实丰文化(sz002862) 英派斯(sz002899) 顶固集创(sz300749) 惠城环保(sz300779) 开勒股份(sz301070) ,翔港科技(sh603499) 深科达(sh688328) 正弦电气(sh688395) 金科环境(sh688466) 力源科技(sh688565) 双枪科技(sz001211) 南京聚隆(sz300644) 顶固集创(sz300749) 开勒股份(sz301070) 邵阳液压(sz301079) ,2022-10-31,TRUE,0.140776076,0.098138912
2022-12-1,2022-12-30,翔港科技(sh603499) 深科达(sh688328) 正弦电气(sh688395) 金科环境(sh688466) 力源科技(sh688565) 双枪科技(sz001211) 南京聚隆(sz300644) 顶固集创(sz300749) 开勒股份(sz301070) 邵阳液压(sz301079) ,狮头股份(sh600539) 翔港科技(sh603499) 金科环境(sh688466) 高斯贝尔(sz002848) 英派斯(sz002899) 南京聚隆(sz300644) 顶固集创(sz300749) 润阳科技(sz300920) 开勒股份(sz301070) 邵阳液压(sz301079) ,2022-11-30,TRUE,-0.075867799,0.004824762
2023-1-3,2023-1-31,狮头股份(sh600539) 翔港科技(sh603499) 金科环境(sh688466) 高斯贝尔(sz002848) 英派斯(sz002899) 南京聚隆(sz300644) 顶固集创(sz300749) 润阳科技(sz300920) 开勒股份(sz301070) 邵阳液压(sz301079) ,凤竹纺织(sh600493) 晨丰科技(sh603685) 天臣医疗(sh688013) 金科环境(sh688466) 深天地Ａ(sz000023) 双枪科技(sz001211) 南京聚隆(sz300644) 顶固集创(sz300749) 凯淳股份(sz301001) 开勒股份(sz301070) ,2022-12-30,TRUE,0.159121598,0.073671813
2023-2-1,2023-2-28,凤竹纺织(sh600493) 晨丰科技(sh603685) 天臣医疗(sh688013) 金科环境(sh688466) 深天地Ａ(sz000023) 双枪科技(sz001211) 南京聚隆(sz300644) 顶固集创(sz300749) 凯淳股份(sz301001) 开勒股份(sz301070) ,凤竹纺织(sh600493) 有方科技(sh688159) 科汇股份(sh688681) 弘宇股份(sz002890) 英派斯(sz002899) 金运激光(sz300220) 南京聚隆(sz300644) 顶固集创(sz300749) 金沃股份(sz300984) 果麦文化(sz301052) ,2023-1-31,TRUE,0.079534562,-0.021025486
2023-3-1,2023-3-31,凤竹纺织(sh600493) 有方科技(sh688159) 科汇股份(sh688681) 弘宇股份(sz002890) 英派斯(sz002899) 金运激光(sz300220) 南京聚隆(sz300644) 顶固集创(sz300749) 金沃股份(sz300984) 果麦文化(sz301052) ,正弦电气(sh688395) 科汇股份(sh688681) 弘宇股份(sz002890) 英派斯(sz002899) 金运激光(sz300220) 顶固集创(sz300749) 锦盛新材(sz300849) 润阳科技(sz300920) 金沃股份(sz300984) 腾亚精工(sz301125) ,2023-2-28,TRUE,0.014049089,-0.00455343
2023-4-3,2023-4-28,正弦电气(sh688395) 科汇股份(sh688681) 弘宇股份(sz002890) 英派斯(sz002899) 金运激光(sz300220) 顶固集创(sz300749) 锦盛新材(sz300849) 润阳科技(sz300920) 金沃股份(sz300984) 腾亚精工(sz301125) ,精伦电子(sh600355) 中科通达(sh688038) 科汇股份(sh688681) 双枪科技(sz001211) 贝肯能源(sz002828) 瀛通通讯(sz002861) 弘宇股份(sz002890) 顶固集创(sz300749) 锦盛新材(sz300849) 中兰环保(sz300854) ,2023-3-31,TRUE,-0.060641041,-0.005391355
2023-5-4,2023-5-31,精伦电子(sh600355) 中科通达(sh688038) 科汇股份(sh688681) 双枪科技(sz001211) 贝肯能源(sz002828) 瀛通通讯(sz002861) 弘宇股份(sz002890) 顶固集创(sz300749) 锦盛新材(sz300849) 中兰环保(sz300854) ,丰华股份(sh600615) 南京化纤(sh600889) 山东华鹏(sh603021) 华立股份(sh603038) 康惠制药(sh603139) 东来技术(sh688129) 贝肯能源(sz002828) 英派斯(sz002899) 顶固集创(sz300749) 锦盛新材(sz300849) ,2023-4-28,TRUE,0.05066826,-0.057221358
2023-6-1,2023-6-30,丰华股份(sh600615) 南京化纤(sh600889) 山东华鹏(sh603021) 华立股份(sh603038) 康惠制药(sh603139) 东来技术(sh688129) 贝肯能源(sz002828) 英派斯(sz002899) 顶固集创(sz300749) 锦盛新材(sz300849) ,浪莎股份(sh600137) 南京化纤(sh600889) 华立股份(sh603038) 日盈电子(sh603286) 东来技术(sh688129) 秦川物联(sh688528) 科汇股份(sh688681) 贝肯能源(sz002828) 英派斯(sz002899) 联建光电(sz300269) ,2023-5-31,TRUE,0.019985262,0.011559705
2023-7-3,2023-7-31,浪莎股份(sh600137) 南京化纤(sh600889) 华立股份(sh603038) 日盈电子(sh603286) 东来技术(sh688129) 秦川物联(sh688528) 科汇股份(sh688681) 贝肯能源(sz002828) 英派斯(sz002899) 联建光电(sz300269) ,浪莎股份(sh600137) 山东华鹏(sh603021) 康惠制药(sh603139) 东来技术(sh688129) 纬德信息(sh688171) 秦川物联(sh688528) 贝肯能源(sz002828) 南京聚隆(sz300644) 锦盛新材(sz300849) 聚赛龙(sz301131) ,2023-6-30,TRUE,0.019619131,0.044809952
2023-8-1,2023-8-31,浪莎股份(sh600137) 山东华鹏(sh603021) 康惠制药(sh603139) 东来技术(sh688129) 纬德信息(sh688171) 秦川物联(sh688528) 贝肯能源(sz002828) 南京聚隆(sz300644) 锦盛新材(sz300849) 聚赛龙(sz301131) ,南京化纤(sh600889) 山东华鹏(sh603021) 太和水(sh605081) 东来技术(sh688129) 秦川物联(sh688528) 贝肯能源(sz002828) 弘宇股份(sz002890) 扬帆新材(sz300637) 润阳科技(sz300920) 聚赛龙(sz301131) ,2023-7-31,TRUE,0.003268947,-0.062112822
2023-9-1,2023-9-26,南京化纤(sh600889) 山东华鹏(sh603021) 太和水(sh605081) 东来技术(sh688129) 秦川物联(sh688528) 贝肯能源(sz002828) 弘宇股份(sz002890) 扬帆新材(sz300637) 润阳科技(sz300920) 聚赛龙(sz301131) ,南京化纤(sh600889) 山东华鹏(sh603021) 日盈电子(sh603286) 东来技术(sh688129) 秦川物联(sh688528) 弘宇股份(sz002890) 华瑞股份(sz300626) 锦盛新材(sz300849) 奇德新材(sz300995) 金埔园林(sz301098) ,2023-8-31,TRUE,0.046513133,-0.019223057
